Edge,Count
"(103529, 103528)",55
"(470511, 77826)",100
"(470511, 77829)",65
"(77826, 5600)",0
"(3187, 1110000)",0
"(3187, 129896)",72
"(3187, 280876)",4
"(3187, 5086)",95
"(1110000, 137868)",0
"(129896, 3191)",153
"(129896, 3192)",109
"(129896, 5086)",135
"(280876, 17242)",96
"(5086, 3191)",103
"(5086, 3192)",139
"(5086, 109323)",65
"(5086, 1105698)",0
"(5086, 137849)",90
"(5086, 354004)",0
"(5086, 423463)",168
"(5086, 440815)",0
"(5086, 561364)",131
"(5086, 79809)",0
"(3191, 105865)",76
"(3191, 1106789)",0
"(3191, 1127530)",10
"(3191, 1131267)",0
"(3191, 137873)",0
"(3191, 162664)",31
"(3191, 308920)",89
"(3191, 310742)",94
"(3191, 3192)",134
"(3191, 423463)",126
"(3191, 561364)",139
"(3191, 642827)",81
"(3191, 16008)",61
"(3191, 39890)",10
"(105865, 3192)",105
"(105865, 193931)",55
"(105865, 193932)",63
"(1106789, 6786)",13
"(1127530, 15987)",54
"(1131267, 24966)",0
"(137873, 4330)",13
"(162664, 39890)",21
"(162664, 118682)",104
"(162664, 39165)",80
"(162664, 510718)",0
"(162664, 531348)",110
"(162664, 531351)",95
"(308920, 15984)",75
"(308920, 16008)",93
"(310742, 3192)",63
"(310742, 189566)",0
"(3192, 423463)",160
"(3192, 561364)",120
"(3192, 642827)",120
"(3192, 15987)",11
"(3192, 16008)",95
"(561364, 642827)",140
"(642827, 16008)",90
"(642827, 137868)",0
"(3217, 167670)",0
"(3217, 238099)",11
"(3217, 86840)",0
"(167670, 3220)",0
"(167670, 3223)",0
"(167670, 3231)",0
"(167670, 3236)",0
"(238099, 6935)",17
"(238099, 1127851)",0
"(86840, 5966)",0
"(86840, 18781)",0
"(86840, 140005)",0
"(3218, 1106492)",0
"(3218, 1119987)",0
"(3218, 1120169)",0
"(3218, 1152290)",0
"(3218, 1153264)",2
"(3218, 187354)",0
"(3218, 277263)",0
"(3218, 35070)",1
"(3218, 417017)",0
"(3218, 6639)",0
"(3218, 66782)",0
"(3218, 6767)",0
"(3218, 6941)",0
"(1106492, 27241)",0
"(1106492, 44017)",0
"(1106492, 84020)",0
"(1119987, 14529)",0
"(1119987, 17798)",0
"(1120169, 46491)",16
"(1120169, 85449)",85
"(1152290, 46491)",5
"(1152290, 85449)",75
"(1153264, 11335)",37
"(187354, 1127851)",0
"(187354, 372862)",35
"(277263, 39127)",80
"(277263, 116081)",75
"(35070, 11335)",50
"(417017, 6741)",0
"(417017, 75121)",1
"(6639, 116084)",76
"(6639, 178209)",80
"(6639, 568045)",105
"(6639, 8224)",5
"(6639, 22431)",94
"(66782, 1105505)",0
"(66782, 51834)",4
"(6767, 1106103)",0
"(6767, 1120444)",0
"(6767, 235776)",7
"(6767, 6334)",0
"(6767, 6925)",0
"(6767, 69397)",17
"(6767, 22563)",0
"(6941, 372862)",37
"(3220, 1115677)",21
"(3220, 1125992)",0
"(3220, 1128430)",70
"(3220, 1130634)",3
"(3220, 1131728)",60
"(3220, 1132706)",0
"(3220, 120039)",75
"(3220, 145215)",135
"(3220, 346243)",3
"(3220, 36620)",105
"(3220, 39124)",0
"(3220, 40922)",0
"(3220, 429805)",56
"(3220, 654177)",142
"(3220, 69397)",0
"(3220, 8832)",0
"(3220, 22563)",0
"(1115677, 6311)",21
"(1125992, 6343)",80
"(1125992, 521183)",85
"(1125992, 521251)",82
"(1125992, 521252)",65
"(1128430, 28412)",0
"(1128430, 36620)",55
"(1130634, 10531)",22
"(1131728, 39131)",0
"(1131728, 40886)",136
"(1131728, 654177)",139
"(1132706, 27895)",0
"(120039, 34708)",3
"(120039, 36620)",50
"(145215, 40886)",140
"(145215, 63915)",2
"(145215, 141868)",155
"(145215, 429805)",180
"(145215, 654177)",156
"(346243, 39130)",9
"(346243, 521251)",13
"(36620, 3240)",89
"(36620, 10531)",0
"(36620, 189620)",1
"(36620, 39130)",77
"(39124, 3231)",0
"(39124, 8079)",0
"(429805, 40886)",180
"(429805, 141868)",105
"(654177, 40886)",150
"(69397, 6311)",35
"(8832, 1102761)",1
"(3222, 1103737)",13
"(3222, 1114222)",22
"(3222, 1131137)",19
"(3222, 1132157)",35
"(3222, 964248)",20
"(1103737, 4330)",0
"(1103737, 8079)",9
"(1114222, 3235)",0
"(1131137, 3240)",8
"(1131137, 31483)",60
"(1131137, 39165)",120
"(1131137, 92589)",44
"(1132157, 3223)",53
"(964248, 3237)",0
"(964248, 3240)",23
"(3229, 100197)",47
"(3229, 1105718)",23
"(3229, 1106568)",0
"(3229, 1108209)",110
"(3229, 1109392)",0
"(3229, 1112767)",0
"(3229, 1125082)",0
"(3229, 1125895)",0
"(3229, 1126037)",0
"(3229, 1128868)",0
"(3229, 1130915)",0
"(3229, 1130927)",1
"(3229, 1130931)",1
"(3229, 1132418)",0
"(3229, 1140289)",0
"(3229, 1152277)",66
"(3229, 1152673)",86
"(3229, 1154251)",70
"(3229, 118559)",65
"(3229, 133550)",0
"(3229, 16461)",0
"(3229, 189577)",0
"(3229, 25181)",127
"(3229, 25184)",5
"(3229, 27174)",57
"(3229, 27631)",0
"(3229, 31769)",0
"(3229, 33412)",0
"(3229, 35343)",10
"(3229, 35863)",0
"(3229, 35922)",0
"(3229, 390922)",70
"(3229, 396412)",14
"(3229, 444191)",0
"(3229, 447250)",8
"(3229, 52515)",0
"(3229, 62347)",0
"(3229, 641976)",0
"(3229, 654326)",0
"(3229, 7022)",0
"(3229, 72101)",0
"(3229, 82087)",38
"(3229, 919885)",0
"(3229, 92065)",0
"(3229, 96335)",63
"(3229, 6184)",0
"(3229, 29492)",1
"(3229, 30817)",0
"(3229, 144408)",5
"(100197, 193931)",0
"(100197, 447250)",66
"(100197, 688361)",0
"(1105718, 6184)",31
"(1105718, 71336)",0
"(1106568, 75983)",0
"(1108209, 118559)",55
"(1109392, 152731)",65
"(1112767, 226698)",0
"(1125895, 28385)",0
"(1126037, 179180)",0
"(1128868, 194609)",0
"(1130915, 633721)",0
"(1132418, 145176)",0
"(1132418, 671269)",0
"(1140289, 853118)",0
"(1152277, 25181)",144
"(1152277, 59798)",114
"(1152673, 25181)",143
"(1152673, 59798)",175
"(1154251, 25181)",145
"(1154251, 59798)",128
"(118559, 1121739)",0
"(133550, 5194)",91
"(133550, 1109891)",0
"(133550, 133566)",79
"(133550, 140569)",75
"(16461, 1105603)",0
"(16461, 43186)",2
"(189577, 15984)",30
"(189577, 16008)",8
"(189577, 28957)",2
"(25181, 25184)",98
"(25181, 27174)",125
"(25181, 96335)",132
"(25181, 59798)",150
"(25184, 3231)",0
"(25184, 285675)",0
"(25184, 385572)",5
"(25184, 27174)",75
"(27174, 180373)",51
"(27174, 35343)",64
"(27174, 96335)",152
"(27174, 59798)",132
"(27631, 6184)",0
"(27631, 20528)",0
"(27631, 28254)",0
"(27631, 28412)",0
"(27631, 70520)",7
"(31769, 67245)",60
"(31769, 67246)",65
"(31769, 32083)",0
"(33412, 124296)",0
"(33412, 211875)",0
"(33412, 34708)",0
"(35343, 35335)",0
"(35863, 28359)",0
"(35863, 134060)",0
"(35922, 4335)",1
"(35922, 28957)",0
"(35922, 1105116)",0
"(35922, 1140547)",60
"(35922, 1152162)",4
"(35922, 1152272)",0
"(35922, 1152904)",0
"(35922, 194223)",52
"(35922, 390894)",100
"(35922, 390896)",0
"(35922, 390922)",90
"(35922, 396412)",91
"(35922, 50336)",80
"(35922, 50337)",166
"(35922, 66982)",0
"(390922, 194223)",75
"(396412, 50337)",83
"(396412, 300806)",2
"(396412, 631015)",0
"(444191, 17363)",0
"(444191, 1154068)",0
"(444191, 6910)",0
"(447250, 123825)",0
"(447250, 240321)",0
"(52515, 300806)",3
"(52515, 39199)",0
"(52515, 446271)",0
"(52515, 91038)",0
"(62347, 19621)",0
"(62347, 62333)",0
"(641976, 24966)",20
"(641976, 145134)",45
"(641976, 1131150)",0
"(641976, 672070)",74
"(641976, 672071)",76
"(654326, 1131741)",65
"(654326, 654339)",80
"(72101, 12347)",0
"(72101, 1118347)",0
"(82087, 33895)",0
"(82087, 82090)",4
"(92065, 24966)",55
"(92065, 1106671)",100
"(96335, 3243)",0
"(96335, 59798)",95
"(3231, 104840)",36
"(3231, 1102761)",72
"(3231, 1106330)",44
"(3231, 1106370)",0
"(3231, 1107067)",68
"(3231, 1113926)",0
"(3231, 1115471)",0
"(3231, 1128536)",4
"(3231, 1153169)",74
"(3231, 180399)",0
"(3231, 20850)",72
"(3231, 259126)",60
"(3231, 3237)",7
"(3231, 328370)",0
"(3231, 49660)",34
"(3231, 6334)",14
"(3231, 63477)",30
"(3231, 63486)",0
"(3231, 66594)",19
"(3231, 68463)",28
"(3231, 8699)",9
"(3231, 8821)",64
"(3231, 10169)",26
"(3231, 17798)",20
"(3231, 39127)",0
"(3231, 39131)",38
"(104840, 8696)",64
"(104840, 8699)",73
"(104840, 8703)",1
"(1102761, 8821)",55
"(1106330, 3232)",64
"(1106330, 39131)",110
"(1106370, 24966)",0
"(1106370, 27531)",0
"(1107067, 6334)",49
"(1107067, 10169)",101
"(1107067, 20528)",0
"(1113926, 250566)",0
"(1128536, 3232)",85
"(1153169, 6334)",95
"(180399, 180373)",0
"(180399, 1120084)",101
"(180399, 385572)",67
"(20850, 3232)",24
"(20850, 6334)",81
"(20850, 10169)",79
"(259126, 10169)",125
"(3237, 3236)",14
"(3237, 49660)",102
"(3237, 116528)",0
"(328370, 4330)",0
"(49660, 10169)",8
"(49660, 39127)",27
"(49660, 66594)",66
"(6334, 1152307)",6
"(6334, 1152448)",10
"(6334, 1152975)",14
"(6334, 1153703)",23
"(6334, 68463)",88
"(6334, 10169)",48
"(6334, 39131)",29
"(63477, 10169)",74
"(63477, 60682)",0
"(63486, 10169)",6
"(63486, 17811)",0
"(63486, 56115)",0
"(63486, 509379)",0
"(63486, 83461)",0
"(63486, 96845)",0
"(63486, 144330)",0
"(66594, 3232)",3
"(66594, 27530)",0
"(66594, 8821)",74
"(68463, 5966)",10
"(8699, 5966)",0
"(8699, 1102751)",22
"(8821, 1153811)",3
"(8821, 66596)",0
"(3232, 20942)",0
"(3232, 521251)",0
"(521251, 521183)",75
"(1125467, 3236)",70
"(192850, 8079)",0
"(192850, 45189)",74
"(192850, 272720)",105
"(272720, 36145)",0
"(272720, 45189)",50
"(509379, 1125393)",0
"(976284, 4804)",53
"(976284, 45188)",129
"(976284, 45189)",151
"(976284, 89547)",67
"(3236, 601561)",0
"(601561, 10798)",65
"(601561, 252715)",55
"(3240, 1110531)",0
"(3240, 39130)",105
"(3240, 97377)",125
"(1110531, 13717)",0
"(1110531, 63835)",0
"(39130, 39131)",0
"(39130, 521252)",5
"(39130, 97377)",50
"(3243, 1103610)",0
"(3243, 1110947)",0
"(3243, 1113739)",0
"(3243, 307336)",0
"(3243, 31932)",0
"(3243, 368431)",75
"(3243, 854434)",0
"(1103610, 8961)",1
"(1110947, 10183)",0
"(1110947, 22875)",5
"(1113739, 4584)",0
"(1113739, 6163)",0
"(1113739, 6216)",0
"(307336, 174418)",0
"(307336, 285675)",0
"(307336, 708945)",3
"(31932, 31927)",72
"(31932, 194617)",143
"(31932, 215912)",137
"(368431, 8224)",0
"(368431, 27249)",0
"(3932, 5075)",0
"(3932, 22386)",66
"(3932, 74975)",84
"(5075, 5064)",120
"(5075, 5069)",134
"(4274, 1105428)",56
"(4274, 1114664)",37
"(4274, 1119078)",38
"(1105428, 8703)",82
"(1105428, 51909)",66
"(1114664, 51879)",33
"(1119078, 8703)",80
"(1119078, 51866)",63
"(4329, 105899)",110
"(4329, 1110768)",0
"(4329, 28254)",42
"(4329, 395547)",20
"(4329, 46468)",60
"(4329, 510718)",0
"(4329, 4330)",9
"(105899, 27623)",61
"(105899, 27627)",76
"(105899, 28254)",126
"(28254, 27623)",148
"(28254, 27627)",132
"(28254, 27632)",114
"(28254, 686015)",132
"(28254, 686061)",130
"(395547, 156977)",61
"(395547, 684972)",120
"(46468, 4330)",24
"(46468, 4335)",7
"(46468, 27249)",0
"(510718, 18777)",0
"(4330, 1103676)",0
"(4330, 1104449)",0
"(4330, 11093)",0
"(4330, 1112929)",0
"(4330, 1132459)",11
"(4330, 1132461)",15
"(4330, 1136393)",0
"(4330, 1152917)",85
"(4330, 118436)",0
"(4330, 119956)",0
"(4330, 120013)",0
"(4330, 151708)",0
"(4330, 168410)",0
"(4330, 32688)",119
"(4330, 37884)",0
"(4330, 390889)",0
"(4330, 428610)",26
"(4330, 684986)",66
"(4330, 69418)",60
"(4330, 753265)",0
"(4330, 949217)",0
"(4330, 6913)",18
"(4330, 12638)",0
"(1103676, 20528)",0
"(1103676, 27895)",0
"(1104449, 18815)",0
"(1104449, 24966)",0
"(11093, 39199)",0
"(1112929, 205196)",0
"(1132459, 240321)",66
"(1132461, 6130)",101
"(1132461, 671269)",108
"(1132461, 672071)",84
"(1136393, 755082)",31
"(1152917, 6913)",99
"(118436, 16451)",0
"(118436, 118424)",0
"(118436, 118435)",0
"(120013, 45212)",0
"(151708, 1120786)",0
"(168410, 4584)",0
"(168410, 6209)",69
"(32688, 69418)",105
"(37884, 6814)",80
"(37884, 6818)",9
"(37884, 300071)",81
"(390889, 4335)",0
"(390889, 66990)",3
"(390889, 156977)",27
"(428610, 6913)",101
"(428610, 240321)",17
"(684986, 684972)",90
"(753265, 753047)",0
"(949217, 284025)",0
"(4335, 1104300)",0
"(4335, 1121254)",0
"(4335, 1136310)",0
"(4335, 1140547)",85
"(4335, 116790)",0
"(4335, 239800)",54
"(4335, 32698)",70
"(4335, 62274)",0
"(4335, 62417)",0
"(4335, 755082)",0
"(4335, 95718)",88
"(1104300, 41216)",70
"(1121254, 6818)",1
"(1121254, 33231)",20
"(116790, 18777)",114
"(116790, 73146)",92
"(116790, 173863)",111
"(239800, 19697)",80
"(239800, 24966)",17
"(239800, 71904)",95
"(239800, 95718)",150
"(32698, 19697)",122
"(32698, 95719)",50
"(32698, 95718)",136
"(62274, 32260)",68
"(62274, 94713)",85
"(62417, 1107558)",0
"(62417, 41216)",61
"(95718, 19697)",125
"(95718, 71904)",79
"(4553, 1102548)",0
"(4584, 1120020)",58
"(4584, 1130567)",27
"(4584, 13885)",6
"(4584, 13917)",94
"(4584, 293285)",0
"(4584, 6184)",0
"(4584, 6210)",0
"(4584, 628815)",60
"(1120020, 13917)",80
"(1130567, 6169)",9
"(1130567, 628815)",125
"(13885, 13917)",56
"(13885, 84459)",0
"(293285, 293271)",89
"(6184, 10981)",0
"(6184, 1120731)",42
"(6184, 13686)",0
"(6184, 399339)",85
"(6184, 19621)",0
"(6210, 1120731)",20
"(6210, 28489)",44
"(4637, 164)",0
"(4637, 12169)",18
"(164, 4804)",45
"(164, 10177)",115
"(164, 12198)",73
"(164, 67415)",50
"(4649, 1105887)",0
"(4649, 1127851)",0
"(4649, 135765)",126
"(4649, 135766)",116
"(4649, 411092)",0
"(4649, 449841)",138
"(4649, 8703)",27
"(1105887, 75121)",10
"(1127851, 20821)",37
"(135765, 135766)",140
"(135766, 449841)",140
"(411092, 6741)",0
"(411092, 23738)",0
"(449841, 1123093)",0
"(8703, 101145)",0
"(8703, 1102751)",1
"(8703, 173884)",96
"(8703, 27535)",117
"(8703, 308232)",88
"(8703, 353541)",0
"(8703, 502574)",113
"(8703, 51866)",105
"(8703, 51909)",126
"(8703, 59244)",55
"(8703, 89335)",40
"(8703, 10435)",0
"(8703, 10798)",5
"(429781, 12182)",79
"(429781, 33325)",0
"(5038, 12182)",112
"(5038, 38722)",69
"(4804, 102884)",11
"(4804, 1108175)",0
"(4804, 1112574)",135
"(4804, 1153262)",0
"(4804, 12182)",5
"(4804, 12210)",73
"(4804, 157761)",57
"(4804, 25805)",0
"(4804, 45189)",29
"(4804, 68505)",96
"(4804, 77515)",79
"(4804, 989397)",0
"(4804, 9515)",60
"(4804, 10177)",41
"(4804, 12350)",0
"(102884, 9513)",95
"(1108175, 18781)",0
"(1112574, 10177)",75
"(1112574, 12210)",140
"(1153262, 9716)",0
"(1153262, 17208)",8
"(1153262, 77438)",11
"(12182, 1059953)",85
"(12182, 1106418)",0
"(12182, 1117249)",0
"(12182, 1153183)",0
"(12182, 12165)",48
"(12182, 12211)",58
"(12182, 155736)",59
"(12182, 157761)",100
"(12182, 219239)",25
"(12182, 28632)",9
"(12182, 28640)",105
"(12182, 309476)",53
"(12182, 94713)",0
"(12182, 12210)",6
"(12182, 28649)",91
"(12210, 10177)",63
"(12210, 57948)",0
"(12210, 67415)",67
"(12210, 77515)",71
"(12210, 12350)",19
"(157761, 155738)",76
"(157761, 219239)",86
"(25805, 20601)",92
"(25805, 1110028)",80
"(25805, 1121063)",80
"(25805, 385251)",0
"(25805, 124734)",97
"(25805, 166989)",80
"(45189, 45188)",100
"(45189, 1105450)",0
"(45189, 1106401)",0
"(45189, 1132385)",87
"(45189, 89547)",76
"(68505, 10177)",99
"(77515, 15429)",77
"(77515, 9513)",96
"(989397, 12169)",1
"(989397, 42221)",33
"(989397, 93273)",39
"(4983, 7867)",0
"(7867, 1138027)",85
"(7867, 315789)",55
"(28026, 5064)",135
"(28026, 5069)",131
"(5064, 1121176)",0
"(5064, 1129106)",0
"(5064, 272345)",110
"(5064, 385067)",105
"(5064, 5069)",170
"(5069, 385067)",111
"(5069, 177115)",0
"(272345, 385067)",114
"(385067, 47570)",0
"(109323, 137849)",75
"(137849, 17242)",96
"(354004, 1118546)",0
"(440815, 153063)",0
"(440815, 645571)",0
"(79809, 11342)",0
"(79809, 24966)",0
"(79809, 1121659)",0
"(79809, 1131466)",80
"(79809, 1153275)",0
"(79809, 31863)",100
"(79809, 358866)",20
"(79809, 79817)",100
"(79809, 91581)",50
"(79809, 358887)",50
"(5194, 1152714)",100
"(5194, 133563)",93
"(5194, 133566)",125
"(5194, 140569)",151
"(1152714, 133566)",115
"(1152714, 133567)",107
"(133563, 48555)",80
"(133563, 105856)",8
"(133563, 1120049)",20
"(133563, 133566)",70
"(133566, 133567)",105
"(139547, 75695)",107
"(139547, 626999)",90
"(75695, 8581)",43
"(75695, 1120059)",71
"(75695, 911198)",134
"(911198, 626999)",65
"(911198, 627024)",0
"(5454, 1128425)",128
"(5454, 1130680)",120
"(1128425, 6818)",0
"(1128425, 68224)",105
"(1130680, 68224)",175
"(5600, 1022969)",44
"(5600, 1117833)",0
"(5600, 54550)",0
"(1022969, 33301)",73
"(5959, 152226)",0
"(5959, 545647)",100
"(5959, 582511)",65
"(5959, 37483)",0
"(152226, 152227)",0
"(545647, 11335)",85
"(545647, 582511)",125
"(582511, 11335)",118
"(1107572, 15429)",0
"(1107572, 19231)",0
"(12211, 12165)",90
"(27612, 12198)",82
"(27612, 12350)",132
"(27612, 1118209)",26
"(6130, 1154123)",90
"(6130, 1154124)",117
"(6130, 671269)",149
"(6130, 675847)",28
"(6130, 672064)",12
"(6130, 672070)",145
"(6130, 672071)",122
"(1154123, 202639)",5
"(1154123, 240321)",7
"(1154123, 671269)",90
"(1154123, 672070)",71
"(1154124, 202639)",3
"(1154124, 240321)",8
"(1154124, 671269)",111
"(1154124, 672070)",130
"(671269, 1132443)",66
"(675847, 240321)",26
"(675847, 1132505)",86
"(1107355, 13686)",6
"(1385, 13686)",4
"(6163, 1106966)",95
"(6163, 20534)",81
"(6163, 96847)",0
"(6163, 6224)",106
"(1106966, 20534)",137
"(20534, 13972)",0
"(20534, 23774)",156
"(20534, 70442)",0
"(20534, 7419)",18
"(96847, 6216)",0
"(96847, 594025)",0
"(96847, 96851)",0
"(96847, 227178)",0
"(6169, 1114629)",0
"(6169, 170338)",0
"(6169, 7419)",0
"(170338, 13212)",0
"(7419, 1105764)",28
"(7419, 1107312)",5
"(7419, 1113182)",84
"(7419, 1117760)",99
"(10981, 1102873)",0
"(1120731, 13195)",0
"(1120731, 399339)",78
"(13686, 22563)",0
"(13686, 27535)",0
"(13686, 40135)",0
"(1153056, 28487)",0
"(81350, 18832)",2
"(81350, 38722)",75
"(81350, 892139)",0
"(6209, 1108329)",0
"(6209, 118259)",74
"(6209, 118260)",89
"(6209, 181782)",0
"(6209, 212930)",0
"(6209, 8875)",0
"(6209, 95579)",0
"(1108329, 41417)",81
"(1108329, 70444)",78
"(1108329, 128383)",115
"(118259, 118260)",95
"(118259, 230300)",80
"(118260, 230300)",130
"(181782, 9708)",0
"(212930, 7047)",0
"(212930, 131117)",0
"(212930, 131122)",0
"(8875, 8872)",35
"(8875, 8874)",39
"(8875, 1129570)",79
"(8875, 1152676)",0
"(8875, 395075)",87
"(8875, 608292)",156
"(95579, 95588)",0
"(95579, 95597)",0
"(1105764, 45212)",0
"(1105764, 72406)",0
"(1113459, 153598)",104
"(1113459, 241133)",144
"(1122425, 6378)",0
"(1122425, 18832)",5
"(1123553, 6216)",19
"(1129096, 28249)",50
"(1129243, 6385)",10
"(13193, 17208)",75
"(13193, 28489)",59
"(153598, 28491)",0
"(17208, 17201)",139
"(17208, 1152633)",83
"(17208, 184157)",140
"(17208, 95435)",119
"(17208, 36131)",127
"(218410, 1152663)",0
"(353541, 28389)",0
"(628667, 628668)",123
"(628668, 28249)",64
"(672064, 202639)",5
"(1152740, 18834)",75
"(28447, 22886)",89
"(28447, 1107367)",100
"(28447, 1120444)",46
"(28447, 194645)",0
"(28447, 73323)",0
"(28447, 95642)",95
"(6378, 28473)",65
"(6378, 6385)",70
"(6378, 10183)",0
"(95589, 28504)",58
"(95589, 95586)",60
"(95589, 95594)",116
"(95589, 145384)",79
"(6216, 230300)",0
"(6238, 10793)",0
"(6238, 1123991)",0
"(6238, 1130356)",0
"(6238, 84459)",0
"(6311, 235776)",126
"(6311, 8224)",0
"(6311, 20584)",64
"(6311, 46887)",82
"(235776, 20584)",120
"(235776, 46887)",96
"(6318, 1108656)",0
"(6318, 1121057)",0
"(6318, 20833)",0
"(1108656, 135798)",0
"(1121057, 63812)",1
"(20833, 11335)",0
"(1152307, 36162)",103
"(1152448, 36162)",113
"(1152975, 36162)",63
"(1153703, 36162)",105
"(6343, 141868)",0
"(6343, 359067)",0
"(6343, 521252)",80
"(141868, 40886)",172
"(359067, 56167)",90
"(359067, 239810)",55
"(6344, 1112665)",0
"(6346, 1106103)",0
"(6346, 1112075)",1
"(1112075, 134219)",0
"(28473, 6385)",80
"(6385, 1103162)",94
"(6385, 682666)",34
"(6385, 892139)",122
"(1103162, 17477)",0
"(1103162, 17488)",0
"(682666, 18832)",20
"(682666, 248823)",0
"(6539, 1102646)",0
"(6539, 9716)",0
"(6539, 12350)",70
"(1102646, 66794)",0
"(116084, 39127)",140
"(116084, 116087)",159
"(116084, 195150)",160
"(116084, 568045)",160
"(116084, 75972)",99
"(116084, 178209)",116
"(178209, 195150)",115
"(178209, 568045)",165
"(178209, 75972)",70
"(568045, 195150)",164
"(6741, 1130637)",0
"(6741, 1153160)",0
"(6741, 348437)",0
"(6741, 49895)",0
"(6741, 51909)",0
"(6741, 83725)",0
"(6741, 9708)",2
"(1153160, 15429)",0
"(348437, 136767)",73
"(51909, 51879)",27
"(51909, 173884)",53
"(51909, 502574)",70
"(83725, 56112)",115
"(83725, 56115)",143
"(83725, 62718)",125
"(9708, 1153003)",0
"(1120444, 22886)",85
"(1120444, 112787)",0
"(6925, 1114526)",143
"(6925, 1118658)",140
"(6925, 372862)",0
"(6925, 57922)",118
"(6925, 57948)",140
"(6925, 57932)",0
"(6775, 1111240)",66
"(6775, 350319)",125
"(6775, 6784)",87
"(1111240, 14807)",0
"(1111240, 193918)",0
"(1111240, 193931)",70
"(1111240, 193932)",110
"(350319, 6784)",80
"(350319, 193932)",37
"(6784, 100961)",75
"(6784, 1116629)",93
"(6784, 60170)",88
"(100961, 60169)",105
"(60170, 399370)",133
"(6786, 714975)",1
"(714975, 15984)",6
"(714975, 39890)",89
"(714975, 523394)",90
"(6814, 1117348)",0
"(6814, 1125469)",78
"(6814, 158172)",92
"(6814, 293974)",95
"(6814, 300071)",90
"(6814, 315266)",135
"(6814, 390896)",29
"(6814, 445938)",110
"(1117348, 202639)",0
"(1125469, 35778)",26
"(1125469, 37888)",75
"(1125469, 108974)",18
"(1125469, 293974)",125
"(158172, 33231)",119
"(158172, 77438)",19
"(158172, 445938)",135
"(293974, 6818)",0
"(293974, 33231)",23
"(293974, 37888)",68
"(293974, 77438)",75
"(300071, 29723)",9
"(300071, 33231)",11
"(300071, 446610)",0
"(315266, 33231)",129
"(315266, 445938)",110
"(390896, 6818)",8
"(445938, 18777)",0
"(445938, 33231)",120
"(6818, 1105531)",5
"(6818, 50336)",73
"(6818, 50337)",118
"(6818, 29723)",55
"(6818, 300806)",85
"(1105531, 16008)",3
"(1105531, 28957)",1
"(1105531, 33231)",16
"(50336, 13269)",80
"(50336, 390894)",179
"(50336, 50337)",95
"(50336, 683355)",0
"(50337, 13269)",73
"(50337, 390894)",145
"(6898, 1123188)",170
"(6898, 124224)",33
"(6898, 12631)",145
"(6898, 431206)",115
"(6898, 6910)",130
"(6898, 78994)",100
"(6898, 12638)",158
"(1123188, 6910)",162
"(1123188, 12631)",145
"(1123188, 12638)",130
"(1123188, 662416)",140
"(124224, 169279)",35
"(12631, 1152150)",116
"(12631, 1154103)",105
"(12631, 12638)",180
"(12631, 662416)",149
"(12631, 6910)",139
"(12631, 78994)",118
"(431206, 6910)",74
"(431206, 6913)",0
"(431206, 662572)",37
"(6910, 1117219)",88
"(6910, 1132083)",118
"(6910, 1152150)",63
"(6910, 1154103)",99
"(6910, 169279)",154
"(6910, 263553)",120
"(6910, 662416)",168
"(6910, 12638)",132
"(78994, 662279)",0
"(78994, 662572)",105
"(1117219, 263553)",125
"(1132083, 169279)",85
"(1132083, 169280)",71
"(1152150, 31489)",0
"(1154103, 169279)",125
"(1154103, 169280)",75
"(263553, 12638)",150
"(263553, 662416)",154
"(662416, 12638)",180
"(6913, 1105011)",0
"(6913, 1131230)",0
"(6913, 703953)",0
"(6913, 646286)",0
"(6913, 646289)",0
"(1153811, 52847)",4
"(1153811, 75969)",0
"(1155073, 20857)",106
"(1155073, 954315)",65
"(20857, 1127863)",89
"(308003, 6935)",0
"(1114526, 15429)",85
"(1114526, 57948)",84
"(1118658, 57922)",145
"(1118658, 57948)",126
"(372862, 20821)",50
"(57922, 57948)",87
"(57948, 15429)",44
"(57948, 42221)",0
"(6935, 101660)",3
"(6935, 1115670)",20
"(6935, 63915)",0
"(6935, 101811)",0
"(6939, 1116922)",0
"(6939, 63915)",0
"(1116922, 318187)",0
"(323128, 17798)",0
"(323128, 36140)",75
"(7041, 1120880)",0
"(7047, 1135082)",0
"(7047, 14549)",0
"(7047, 54844)",0
"(1135082, 19621)",0
"(1135082, 733576)",0
"(14549, 14545)",83
"(14549, 1103038)",73
"(14549, 592830)",1
"(14549, 31479)",0
"(54844, 1104946)",0
"(7272, 1136446)",38
"(7272, 763181)",116
"(1136446, 756061)",35
"(1136446, 762980)",140
"(1136446, 763010)",127
"(763181, 7296)",0
"(763010, 1136447)",134
"(763010, 1136449)",80
"(763010, 762980)",115
"(1107312, 13195)",15
"(7430, 1153287)",137
"(7430, 95586)",76
"(7430, 28504)",169
"(7430, 95594)",110
"(7430, 145384)",120
"(7430, 365294)",90
"(1153287, 28504)",105
"(1153287, 95594)",119
"(1153287, 145384)",110
"(95586, 28487)",0
"(95586, 63835)",0
"(7532, 1121603)",125
"(7532, 1153097)",89
"(7532, 141171)",104
"(7532, 314459)",114
"(7532, 7537)",110
"(7532, 80515)",120
"(7532, 80491)",155
"(1121603, 80515)",135
"(1121603, 314459)",130
"(1153097, 7537)",110
"(1153097, 409255)",86
"(141171, 7537)",90
"(141171, 75318)",104
"(141171, 1121569)",120
"(141171, 179702)",95
"(141171, 179706)",0
"(314459, 7537)",124
"(314459, 80491)",111
